"beerGraphs$Brewery[i]","beerGraphs$Location[i]","lon","lat"
"Karksi Brewery","",NA,NA
"Pfungstädter Privatbrauerei","DE",NA,NA
"The Council Brewing Co.","",NA,NA
"Old Credit Brewing","Mississauga, ON, CA",-79.6441198,43.5890452
"Smithwick's Premium Irish Ale","",NA,NA
"Red Tape Brewing Co.","",NA,NA
"No Name Pub","",116.3928762,39.9383067
"Brauerei Kürzer","Düsseldorf,                   DE",6.7734556,51.2277411
"Public Craft Brewing Co.","Kenosha, WI, US",-87.8211854,42.5847425
"Tomskoe Pivo","",NA,NA
"Queen City Brewery","",-3.0724449,50.7070682
"Nanto Brewery","",NA,NA
"Keler Brewery","",-98.5044863,29.409385
"Kosciuszko Brewing Company (Lion Nathan)","Jindabyne, NSW, AU",148.6110247,-36.41479
"Cervezas La Cibeles","",NA,NA
"Hairoun","",35.3852778,33.2513889
"Leatherbritches","",NA,NA
"Seven Bridges Grille and Brewery","Jacksonville, FL, US",-81.655651,30.3321838
"Collaboration: Gigantic/Ecliptic","",NA,NA
"Koopers","",NA,NA
"Cervecería Flaco Cara De Perro","",NA,NA
"The Rebel Brewing Co","Penryn, Cornwall, GB",-5.107088,50.169173
"Geek","",-119.2151845,40.7787541
"Ghost Brewery","",NA,NA
"Ægte Fynsk","",NA,NA
"Fjäderholmarnas Bryggeri","",NA,NA
"Brouwerij Kazematten","",NA,NA
"Jukebox Jazz","",NA,NA
"South Austin Brewery","",-98.4759576,29.4361749
"Beards Brewery","Petoskey, MI, US",-84.9553296,45.3733428
"Lindenbräu am Potsdamer Platz","Berlin,                   DE",13.3757392,52.5093519
"Raleigh Nc","",-78.6381787,35.7795897
"Microbrouwerij Den Triest","Kapelle-op-den-Bos, Vlaams-Brabant, BE",4.35541,51.01324
"The Bronx Brewery","East Elmhurst, NY, US",-73.8713099,40.7737505
"Grafton Brewing Company","Worksop, Nottinghamshire, GB",-1.122745,53.309302
"Browar Van Pur","Warszawa, mazowieckie, PL",21.0122287,52.2296756
"Framingham Beer Works","",-71.4161565,42.279286
"Cerveceria Hondurena, S. A.","",-87.2097255,14.0759226
"Plain Ales","Warminster,                   GB",-2.181078,51.204629
"Hohenthanner Schlossbrauerei","DE",NA,NA
"Goliad Brewing Company","",NA,NA
"Highlands Hollow","Boise, ID, US",-116.1747009,43.6575921
"Mohan","",80.675692,26.7790194
"Absolution Brewing Company","",NA,NA
"Coldwater Creek Tavern and Microbrewery","Doveton, VIC, AU",145.240082,-37.99445
"Eiker ølfabrikk","",NA,NA
"The Brewer's Art","",-111.8319846,40.6207342
"Iron Monk","",-2.4223243,51.5294696
"Wyndridge Farm","",-0.371273,51.7392433
"Boon Rawd Brewery","",100.5150229,13.7930245
"Medina","",39.5691841,24.5246542
"Harmony Brewing Company","Grand Rapids, MI, US",-85.6680863,42.9633599
"White Labs","San Diego, CA, US",-117.1610838,32.715738
"Cider Riot","",NA,NA
"Egyptian International Beverages Co.","Heliopolis, Cairo, EG",31.322709,30.0909837
"Объединенные Пивоварни Хейнекен","",NA,NA
"Colaboracion: La Quince & Guineu","",-99.0819071,19.4895094
"Kaf & Koren","",37.220161,35.15147
"San Luis Valley Brewing Company","Alamosa, CO, US",-105.8700214,37.4694491
"Engine House No. 9","Tacoma, WA, US",-122.4442906,47.2528768
"Naylor's Brewery","Keighley, North Yorkshire, GB",-1.4708553,54.2503595
"Entitled Brewing Company","",NA,NA
"Sapparo","",141.3543763,43.0620958
"Kilkenny","",-7.2447879,52.6541454
"Venice Ale House Brewing Co.","Venice, CA, US",-118.4694832,33.9850469
"Alexander Keith's (USA)","",-86.243431,34.4475578
"Coedo & Ballast Point","",-7.778189,42.1369741
"Claim Jumpers","",-108.4897757,45.8211939
"Vale Brewery Co.","GB",-3.435973,55.378051
"Herne Brewing Company","",7.2009147,51.5368948
"Cobra Brewing Company","",NA,NA
"Frog Level Brewing Company","Waynesville, NC, US",-82.9887477,35.4887145
"BeerCat","",123.363149,41.7812797
"Leidsch Bier","Leiden, Zuid-Holland, NL",4.4970097,52.1601144
"Sudwerk","Pfäffikon,                   CH",8.7866772,47.3661671
"Redstone Meadery","Boulder, CO, US",-105.2705456,40.0149856
"Det Norske Brenneri","",NA,NA
"Twentse Bierbrouwerij","Hengelo, Overijssel, NL",6.8009951,52.2600928
"Eternal Flame 2013","",90.3979674,23.735715
"Siren / Crooked  Stave","",NA,NA
"Gasthausbrauerei Ambräusianum","Bamberg, Bayern, DE",10.9027636,49.8988135
"Muwin Estate Wines","",NA,NA
"Boring Brewing","",NA,NA
"XT","",-108.8300539,31.8053724
"Stadskasteel Oudaen","Utrecht, Utrecht, NL",5.1165487,52.0928588
"BROO Pty Ltd","",NA,NA
"Buckeye Beer Engine","",-112.5837766,33.3703197
"Blind Squirrel Brewery","",NA,NA
"Myponga Brewery","Myponga, South Australia, AU",138.4630195,-35.3920185
"Big Elm Brewing","",-84.4140599,33.7061908
"Wild Beer Co & Toccalmatto","",NA,NA
"Vega Bryggeri","",NA,NA
"Nickelpoint Brewing Co.","",NA,NA
"312 Greenline","",72.8575033,19.0266273
"Horse Thief Hollow Brewing Co.","",NA,NA
"Bethlehem Brew Works","Bethlehem, PA, US",-75.3704579,40.6259316
"Cerveza Bu","",NA,NA
"Montana Brewing Company","Billings, MT, US",-108.5006904,45.7832856
"Brau Brothers Brewing Company","Lucan, MN, US",-95.4105611,44.4096788
"Denver ChopHouse and Brewery","Denver, CO, US",-104.990251,39.7392358
"Nils Hansen","",10.8203263,59.9104236
"Brekenridge Summer Ale","",NA,NA
"Mount Everest Brewery","Kathmandu, bg, NP",NA,NA
"Stigbergets Bitter 4,5%","",NA,NA
"Chinggis Club, Chingeltei District","",NA,NA
"L'amère à boire","Montréal, QC, CA",-73.567256,45.5016889
"Harmon Brewing Company","Tacoma, WA, US",-122.4442906,47.2528768
"Finch's Beer Company","",NA,NA
"Brasserie des Garrigues","Sommières, Languedoc, FR",NA,NA
"Bahamian Brewery & Beverage Co.","Freeport, NY, US",NA,NA
"Highlander Brew Co","South River, Ontario, CA",-79.3795728,45.8410378
"Pivovar Chotēbor","",NA,NA
"Addlestones (C&C Group plc)","",-0.5003014,51.3687247
"middle brow.","",-85.3894031,34.9138835
"Chaos Mountain Brewery","",NA,NA
"St. Florian's Brewery","",NA,NA
"The Jersey Brewery","",NA,NA
"The Milkhouse Brewery At Stillpoint Farm","Mount Airy, MD, US",-77.154704,39.3762145
"Lancaster Brewery","Lancaster, Lancashire, GB",-2.7961799,54.0493835
"The Hop Garden","",-0.9109613,51.5390406
"Halen","",5.11117,50.9485
"Brasserie de La Vallée de Chevreuse","Rochefort en Yvelines, Ile-de-France, FR",1.988701,48.584928
"Bryggja Brewery","",NA,NA
"Pivara Skopje","",21.4279956,41.9973462
"Old Bust Head Brewing Company","",NA,NA
"Market Cross Pub & Brewery","Carlisle, PA, US",-3.4881125,54.6534933
"Collingwood Brewery","",-96.6086479,32.8546979
"Emerald City Beer Company","Seattle, WA, US",-122.3320708,47.6062095
"Bockhold","Bocholt, Vlaams Gewest, BE",5.57899,51.17291
"French Broad Brewing Co.","Asheville, NC, US",-82.5514869,35.5950581
"The Mansfield Brewing Company","",NA,NA
"Brouwhuys De Vaart","",NA,NA
"Der Hirschbräu Höss","Sonthofen,                   DE",10.2808617,47.5161161
"Warehouse Gourmet Bistro & Catering Co.","",NA,NA
"Niagara College Teaching Brewery","Niagara-on-the-Lake, ON, CA",-79.0772616,43.2549988
"Cervezas Juana La Loca","",NA,NA
"Lion - Beer, Spirits & Wine","",NA,NA
"Donkey Punch Brewing Company","Redlands, CA, US",-117.1825381,34.0555693
"Lata Dagars ängöl","",NA,NA
"Blossom Industries Limited","",NA,NA
"Sunshine Coast Brewery","Maroochydore, QLD, AU",153.0894391,-26.6518402
"Abbey Ales","Bath, Somerset, GB",-2.3599039,51.375801
"Henniker Brewing Co","",-71.8222872,43.1798323
"Ochakovo","",22.2142919,54.6554775
"County Durham Brewing","Ajax, ON, CA",-79.0203732,43.8508553
"Hooker Brewery","",NA,NA
"Golan Brewery (מבשלת הגולן)","israel, SY",NA,NA
"Star City Brewing Company","",NA,NA
"Hillbilly Harvest Co.","Mount Tomah, NSW, AU",150.4241076,-33.5466884
"Collaboration: Dogfishead / Charles Wells","",NA,NA
"RUIG Brouwerij","",5.4264796,52.1300437
"Siris Microbrewery","",NA,NA
"Crafthaus Brewery","Henderson, NV, US",-114.9817213,36.0395247
"Cerveses La Gardènia","",NA,NA
"Atlantic Brewing Company","Bar Harbor, ME, US",-68.2039123,44.3876119
"BierVision Monstein","CH",NA,NA
"Cerveceria Cuauhtemoc-Moctezuma","",-106.8930371,28.3931111
"The Caledonian Brewery Company Limited","",NA,NA
"Laughing Bones","",NA,NA
"Motor City Brewing Works","Detroit, MI, US",-83.0457538,42.331427
"Merry Down","",-0.7739189,51.6404442
"Celtic Experience","",NA,NA
"Collaboration: Toccalmatto / Buxton","",NA,NA
"Saddlebock Brewery","Springdale, AR, US",-94.1288141,36.1867442
"FermentUM","",NA,NA
"Millers Brewery","",-123.0072749,46.8281811
"Cerveja Leuven","São Paulo, SP, BR",-46.6333094,-23.5505199
"Service Brewery","",-82.9896507,39.9157356
"FireWheel Brewing Co.","Rowlett, TX, US",-96.56388,32.9029017
"Tap Room No.21","",5.4130486,50.7432201
"Heilige","",6.8681051,53.170953
"Front Street Brewery (IA)","Davenport, IA, US",-90.5776367,41.5236437
"Tilse's Orchard, Scone","",NA,NA
"Library Sports Grille & Brewery (Colorado & Wyoming)","Laramie, WY, US",NA,NA
"The Liberation","",18.2901415,0.0290456
"Full Moon Brewwork","Patong, Phuket, TH",98.3020123,7.8969151
"Zavod Trehsosensky","",NA,NA
"Laverstoke Park Farm","Basingstoke, Hampshire, GB",-1.2634106,51.241125
"Yardhouse","",-2.4577307,50.9670188
"Ittinger Klosterbräu","",NA,NA
"Brew Kettle","",103.8747318,36.0488326
"Evolution Craft Brewing Co.","",-75.5953162,38.3611309
"Crazy Rocker","",NA,NA
"Pécsi Sörfőzde Zrt.","",18.232266,46.0727345
"Ankerbräu Nördlingen","Nördlingen, Bayern, DE",10.4894906,48.8508157
"Haneda Sake Brewing Co.","京都市, 京都府, JP",135.7680294,35.0116363
"Fentiman's","",-106.654459,35.0254784
"Pateros Creek Brewing","Fort Collins, CO, US",-105.084423,40.5852602
"Privatbrauerei Plank-Laaber","",NA,NA
"Prospect Brewery","GB",-4.2109383,50.918485
"Kepplers Cider Company","",NA,NA
"McKenzie Brewing","",-124.3918946,49.7788038
"San Francisco Brewing Company","San Francisco, CA, US",-122.4194155,37.7749295
"Heidelberger Brauerei","Heidelberg, Baden-Württemberg, DE",8.6724335,49.3987524
"Brouwerij De Cock","Sint-Niklaas, Belgium, BE",NA,NA
"Aeronaut Brewing Co.","",NA,NA
"Offbeat Brewing Company","Escondido, CA, US",-117.086421,33.1192068
"Ça va brasser","",NA,NA
"BrouCzech","",NA,NA
"Archipelago Brewery Company (Asia Pacific Breweries-Heineken)","",NA,NA
"The Liberal Cup Public House & Brewery","Hallowell, ME, US",NA,NA
"Sheepscot Valley Brewing Company","Newcastle, ME, US",-69.5386186,44.0365242
"Vanuatu Brewing Limited Port Vila, Vanuatu","",168.3273245,-17.7332512
"Birra Morena","Baragiano scalo, Basilicata, IT",15.573085,40.6941548
"Boddington's Brewery (ABInBev)","",NA,NA
"Great Southern Brewing Pty Ltd","",NA,NA
"Border Psycho Brewery","",NA,NA
"Lytham Brewery","St Annes-on-Sea, Lancashire, GB",-2.7044052,53.7632254
"Pivovar Trutnov","",15.9090923,50.5653838
"Crossbay Brewery","",-89.6404269,43.12083
"Downtown Joe's Brewery & Restaurant","Napa, CA, US",-92.8455857,35.9936359
"Pepsico","",-79.6087736,43.6558956
"Ožujsko Cool","",NA,NA
"König-Brauerei","",NA,NA
"Brau Kunst Keller","",NA,NA
"Persha Pruvatna Brovariya","",NA,NA
"Sungold Brewery (Chaudhary Group )","",NA,NA
"Brouwers Verzet","Anzegem,                   BE",3.479024,50.8335698
"Thirty Planet","",121.0335354,14.5598603
"Sideshow Brewers","",NA,NA
"5.12 Brewing","",-98.4797886,29.4368775
"Marzoni's Brick Oven & Brewing Co","Duncansville, PA, US",NA,NA
"Gasthaus-Brauerei Braustelle","Köln, Nordrhein-Westfalen, DE",6.9602786,50.937531
"Anacortes Brewery (Rockfish Grill)","Anacortes, WA, US",-122.6126718,48.5126045
"Furthermore Brewing","US",NA,NA
"Bierbrouwerij Volendam 't Vølen","Volendam, Noord-Holland, NL",5.0727015,52.4968694
"Lanikai Brewing Company","",NA,NA
"Tugboat Brewing (OR)","Portland, OR, US",-122.6764816,45.5230622
"Memminger Brauerei","Memmingen,                   DE",10.1801883,47.9837999
"Sleeping Lady Brewing Company","Anchorage, AK, US",-149.9002778,61.2180556
"Alosta Brewing Co","",NA,NA
"BGI Tien Giang","",NA,NA
"CAP","",-1.293781,48.018032
"Brouwerij Loterbol","Diest, Vlaams-Brabant, BE",5.05016,50.98965
"Alexander (אלכסנדר)","Hadera, Israel, IL",35.1658333,32.5136111
"Kelterei Possmann","Frankfurt am Main,                   DE",8.6821267,50.1109221
"Southhampton Publick House","",-77.2878279,36.8842411
"Utah Brewers Cooperative","",-111.0937311,39.3209801
"Hafferoder","",10.7575202,51.8449671
"Adventure Brewing Company","",NA,NA
"Aspells","",-52.815912,47.317494
"Brockley Brewery","",-0.0174184,51.4795978
"Great Waters Brewing Company","Saint Paul, MN, US",-93.0899578,44.9537029
"Old Market Pub & Brewery","Portland, OR, US",-4.7163663,50.3623472
"Ampleforth Abbey","",-1.0780271,54.2017534
"Radeburger","",13.8490602,51.2668513
"Madison Brewing Company","Bennington, VT, US",-73.1967741,42.8781345
"Brugs Bierinstituut","",NA,NA
"Almradler","",NA,NA
"Isastegi Sagardo Naturala","",NA,NA
"Longslice Brewery","",NA,NA
"St Feuillien/Green Flash","",NA,NA
"Brewbaker","Berlin,                   DE",13.404954,52.5200066
"Bull Run Cider","",NA,NA
"Heineken (Russia)","Wien, Wien, AT",16.3738189,48.2081743
"Lao Brewery (Carlsberg Group)","",NA,NA
"Cervecera Nacional","",-79.5333533,8.9897713
"District Chophouse and Brewery","Washington, DC, US",-77.0368707,38.9071923
"Postmark Brewing","",NA,NA
"Carver Brewing Co.","Durango, CO, US",-107.8800667,37.27528
"Tied House Brewery & Cafe","Mountain View, CA, US",NA,NA
"Fat Point Brewing","",NA,NA
"Lindheim ølkompani / Port Brewing","",NA,NA
"MacArthur Grange","",-83.3039349,42.4193242
"Clouded Minds","",NA,NA
"Chapman's Brewing Company","",NA,NA
"Pacific Brewing Laboratory","San Francisco, CA, US",-122.4194155,37.7749295
"Almanac","",-0.1889427,51.4573367
"Privatbrauerei Hoepfner","DE",NA,NA
"Stickmen Brewery & Skewery","Lake Oswego, OR, US",NA,NA
"The Cheshire Brewhouse","",-72.4200786,43.1258597
"Red Island Brewing Co.","",NA,NA
"Altamont Brewing Company","Asheville, NC, US",-82.5514869,35.5950581
"Hellers Brauhaus","Köln, Nordrhein-Westfalen, DE",6.9602786,50.937531
"Land-Grant Brewing Company","",NA,NA
"Bruggsmiðjan","",NA,NA
"Mcardles","",143.5424696,-36.9491737
"Oyster Bay Brewing Company","",151.0809796,-34.0070312
"Heineken Italia","",8.9873414,39.2136678
"Bourgogne Kruis","Oosterhout, Noord-Brabant, NL",4.8616901,51.6410202
"Brauerei Kapsreiter","Austria, AT",NA,NA
"vandeStreek bier","Utrecht, Utrecht, NL",5.1214201,52.0907374
"Lehman's Orchard","",-75.9588241,41.3295751
"Glastonbury Ales","GB",-2.7718946,51.213758
"Gypsy Collaborations","",NA,NA
"George Wiedemann Brewing Co.","",NA,NA
"EagleMonk Pub and Brewery","Lansing, MI, US",-84.5555347,42.732535
"Soralamà","Vaie, torino, IT",7.2866374,45.1017944
"Red Tank Cider Company","",NA,NA
"Cornel","",-1.6621839,52.6289191
"Band Of Gypsies","",NA,NA
"'t Kolleke","'s-Hertogenbosch, Noord-Brabant, NL",5.3036748,51.6978162
"J. Boag & Son Brewing (Lion Nathan)","Launceston, Tasmania, AU",-2.4387958,53.4675547
"Collaboration: 21st Amendment / Firestone Walker / Stone","",NA,NA
"Brasserie De La Goutte D'or","",2.3555872,48.8887332
"Mehana Brewing Company","Hilo, HI, US",-155.09,19.7297222
"Benchmark IPA","",NA,NA
"Collaboration: Brasserie Saint-Germain/Nøgne Ø","",NA,NA
"Bierhalle","",15.6876205,48.2911335
"Ego Brygghus","",NA,NA
"Twickenham","",-0.335246,51.444581
"Deep Cove Brewers & Distillers","",-78.4852888,35.9461168
"Eviltwin Brewing","",NA,NA
"Finkel & Garf","",34.756136,31.264482
"Cervecería Pacheco","",NA,NA
"Symonds","",-90.8903811,33.8339997
"Antietam Brewery","Hagerstown, MD, US",-77.7199932,39.6417629
"Leaky Roof Meadery","",NA,NA
"Singha Corporation","",85.322736,27.698092
"Milestone Brewing Co","GB",-3.435973,55.378051
"Brauerei Göller","Zeil,                   DE",10.5922117,50.011546
"White Horse Brewery","Trowbridge, Wiltshire, GB",-2.208853,51.319664
"Picon","",-4.0606029,39.0513683
"Macleans Ales","Mount Forest, ON, CA",-80.7358653,43.981093
"Postdoc Brewing Company","",NA,NA
"Dempsey's Restaurant & Brewery (California)","Petaluma, CA, US",NA,NA
"CAP","",-1.293781,48.018032
"LynLake Brewery","",NA,NA
"Birrificio San Giovanni","",NA,NA
"Beggars Brewery","",NA,NA
"Prohibition Brewing Company","",NA,NA
"Woods Brewery","",-85.64071,42.8199085
"Storz Brewing","",NA,NA
"Dry & Bitter","",-119.7459432,43.0558686
"Kingdom Breweries (Cambodia)","",NA,NA
"Holba","",16.931389,50.071667
"Sackets Harbor Brewing Company","Sackets Harbor, NY, US",-76.1190929,43.9461707
"Jönköpings Bryggeri AB","",NA,NA
"Lucky Labrador Brewing Company","Portland, OR, US",-122.6764816,45.5230622
"Herforder Brauerei","Herford,                   DE",8.6793998,52.1178305
"Browar fortuna","",19.2227988,50.2287472
"Vice District","",-80.7740912,-5.4202847
"Klackabackens Bryggeri AB","Kristianstad, Scania County, SE",NA,NA
"Konishi Brewing Company","伊丹市, 兵庫県, JP",135.4009473,34.7843061
"King Fisher Brewing Company","",NA,NA
"Lupulus Hopera","",NA,NA
"Collin's","",-90.1463315,36.4545177
"Paw Paw Brewing Company","Paw Paw, MI, US",-85.8911246,42.2178171
"Ship Bottom Brewery","",-74.1804159,39.642897
"Granite Brewery","Toronto, ON, CA",-79.3831843,43.653226
"Tapped Brewery Co","",NA,NA
"Cropton","Pickering, North Yorkshire, GB",-0.837821,54.291348
"Brouwerij De Plukker","Poperinge, Vlaams Gewest, BE",2.7267929,50.8549596
"Roman","",12.4963655,41.9027835
"Dominica Brewery","",NA,NA
"Pivovar Rychtář","",NA,NA
"Old Bisbee Brewing Company","Bisbee, AZ, US",-109.9284084,31.4481547
"Sutter Buttes Brewing","Yuba City, CA, US",-121.6169108,39.1404477
"Meridian Hive Meadery","",NA,NA
"Brookes","",29.766667,-29.616667
"Spitting Feathers","",NA,NA
"Island Orchard","",-91.029462,41.437298
"JDub's Brewing Co.","",NA,NA
"Alphabet City Brewing Company.","New York, NY, US",-74.0059413,40.7127837
"Foolproof Brewing","",NA,NA
"Highway 1 Brewery","",-96.6279401,32.8240336
"C'est What","Toronto, ON, CA",-79.3831843,43.653226
"Bibco","",NA,NA
"Boteco Colarinho","",NA,NA
"Brasserie de Vezelay","",NA,NA
"Zlatý Bažant","",18.2016543,47.8799267
"Stassen","Aubel, Walloon Region, BE",5.8592295,50.7021296
"Veteran Beer Company","",NA,NA
"North Yorkshire Brewing co","GB",-3.435973,55.378051
"Chantry","",-2.402474,51.221491
"Old Mill Brewery (UK)","Snaith, East Yorkshire, GB",-1.0290662,53.6924253
"Cereuro - Cervejeira Europeia (Tagus)","",NA,NA
"Max Lager's Atlanta","Atlanta, GA, US",-84.3879824,33.7489954
"Hawkshead & Lervig","",-2.9994257,54.3757761
"Jubilee Craft Beer Company","",NA,NA
"Carolina Beer Company","Mooresville, NC, US",-80.8100724,35.5848596
"Blue Star Brewing Company","San Antonio, TX, US",-98.4936282,29.4241219
"Bravaria","",11.4978895,48.7904472
"Brower Lomza","",22.0590321,53.1781197
"Butcher's Tears (@Gulden Spoor)","Amsterdam, Noord-Holland, NL",4.8951679,52.3702157
"Red Branch Cider and Brewing Company","San Jose, CA, US",-121.8863286,37.3382082
"Tir Na Nog","",-9.36416,52.50321
"Freedom's Edge Brewing Co.","Cheyenne, WY, US",-104.8202462,41.1399814
"Hobo Beer Co.","",NA,NA
"Calvados Boulard","Coquainvilliers,                   FR",0.211023,49.199734
"Brauerei Schützengarten","St. Gallen, SG, CH",9.3767173,47.4244818
"Twisted Vine Brewery","Saint Charles, IA, US",-93.8093887,41.2883257
"The Barossa Cider Co.","",NA,NA
"Ježek Jihlava","",15.5870415,49.3983782
"SNAB - Stichting Noordhollandse Alternatieve Bierbrouwers","Purmerend, Noord-Holland, NL",4.9640611,52.5143815
"Alamo Beer Company","",NA,NA
"Schlossbrauerei Eichhofen","DE",NA,NA
"Great Northern Brewing Company (CUB)","Richmond, VIC, AU",145.0014704,-37.818635
"National Brewing Company","Easton, MD, US",-76.0763305,38.7742826
"Brasserie Lebbe","",NA,NA
"Cervejaria Hoffen","",NA,NA
"Zlatopramen (Heineken)","",NA,NA
"Tirril Brewery","",NA,NA
"Tampa Bay Brewing Company","Tampa, FL, US",-82.4571776,27.950575
"Brauhaus Liechtenstein","",NA,NA
"Birra Menabrea","Biella, BI, IT",8.0583397,45.5628842
"Three Hearts","",139.7982722,35.792703
"Maxx Brewing Co.","",NA,NA
"Sørlandsbryggeriet","",NA,NA
"Leipziger Brauhaus zu Reudnitz (Radeberger Gruppe)","Leipzig, Sachsen, DE",12.3730747,51.3396955
"Smokey Bones","",-78.9650292,35.0718567
"Mateo & Bernabé","",121.6073838,16.7001056
"Independent Brewing Company","",NA,NA
"Riders Brewing Co.","",NA,NA
"ölsnedkeren","",NA,NA
"Brunswick","",-81.4914894,31.1499528
"ALe Coq","",0.7385189,48.8625386
"Granite Mountain Brewing","Prescott, AZ, US",-112.4685025,34.5400242
"Little Smith Brewing","",NA,NA
"Capitol City Brewing Company","Arlington, VA, US",-77.1067698,38.8799697
"Big Time Brewing Company","Seattle, WA, US",-122.3320708,47.6062095
"Schnitzerbräu","Offenburg, Badeb-Württemberg, DE",NA,NA
"Franklin's Restaurant Brewery & General Store","Hyattsville, MD, US",NA,NA
"Holsten-Brauerei (Carlsberg Group)","Hamburg,                   DE",9.9936818,53.5510846
"Beatnik Brewing Collective","",NA,NA
"Lofotpils","",NA,NA
"Fat Monk Brewing Co.","",NA,NA
"Clan!destino","",NA,NA
"Belleville Brewing Co","",NA,NA
"Downtown Grill & Brewery","",-0.5609821,47.4747089
"The Post Brewing Company","",NA,NA
"Donn","Maaseik, Limburg, BE",5.7837625,51.0983909
"Beerbliotek","Göteborg, Västra Götaland, SE",11.97456,57.70887
"Bracki Browar Zamkowy","",NA,NA
"Tanzania Breweries Ltd.","",32.9036134,-2.473804
"New Belgium/Cigar City","",NA,NA
"Hopvine","",0.3352291,52.3321015
"Brasserie Larche","Sens, Bourgogne, FR",3.28268,48.20065
"Amsterdam Brewboys","",4.8951679,52.3702157
"Hilltop Hoppery","",NA,NA
"Bauskas Alus","Bauskas novads, Latvia, LV",NA,NA
"Hansa Premium","",NA,NA
"AJA Bryggeri","",NA,NA
"Närke Kulturbryggeri","Örebro,                   SE",15.2134105,59.2752626
"Ole Shed Brewing Company","",NA,NA
"Conshohocken Brewing Company","",-75.3015714,40.0792766
"Hale's Ales Brewery","Seattle, WA, US",-122.3320708,47.6062095
"Bilpin Cider Co","Mount Tomah, NSW, AU",150.4241076,-33.5466884
"John Harvard's Cambridge MA","",-71.1172056,42.3744752
"Upstate Brewing Company","Elmira Heights, NY, US",-76.8207898,42.1297967
"Son","",-110.3308814,29.2972247
"Navigation","",28.125505,-25.751046
"Haus Kölscher Brautradition","Köln, Nordrhein-Westfalen, DE",6.9602786,50.937531
"Companhia de Cervejas de Macau (Kirin)","",NA,NA
"Banjul Breweries Ltd.","",-16.5790323,13.4548761
"Alpha State","",-93.4172365,39.9814586
"Urban Family Brewing","",NA,NA
"Bragdy Conwy Brewery","",NA,NA
"Affligem Brouwerij","Opwijk, Vlaams-Brabant, BE",4.186911,50.971588
"603 Brewery","Campton, NH, US",-71.6440615,43.8224604
"Golden Valley Brewery and Pub","McMinnville, OR, US",-123.1987163,45.2101162
"Криница (Krynitsa)","",32.1973116,52.41332
"Evan Evans","GB",-1.2790432,51.818479
"Flagship","",-95.5952508,35.4376523
"Aquanaut","",18.387664,-34.1147829
"Estrella Levante","",-100.3811419,25.7863745
"Boothbay Craft Brewery","Boothbay, ME, US",-69.6337364,43.8762865
"Fjäderholmarnas Bryggeri","",NA,NA
"Ronzani","",11.5784151,45.7569625
"Sky High Brewery","",NA,NA
"Cassel Brewery Co.","Casselman, Ontario, CA",-75.0893653,45.3107048
"Pioneer Brewing Company","",NA,NA
"Glacier Brewing Company","Polson, MT, US",-114.1631275,47.6932004
"Barley Creek Brewing Company","Tannersville, PA, US",-75.3057288,41.0398099
"Riverport Brewing Company","Clarkston, WA, US",-117.0451581,46.4162723
"Grafenwalder","",13.2037182,52.5556113
"Felinfoel Brewery Co Ltd","Margam Moors,                   GB",-4.143534,51.699775
"Sesma Brewing","",NA,NA
"Franklins Brewery Co","",-96.6197481,32.7985601
"The Perfect Pint","",NA,NA
"Medvedgrad brewery","",NA,NA
"St. Archer","",152.7841123,-26.9676927
"Poppels Bryggeri","",NA,NA
"Grunneløkka Brygghus","",NA,NA
"Cerveceria La Constancia (SABMiller)","SV",NA,NA
"Happy Goblin Brewery","AU",NA,NA
"Bombay Brewery","",79.136517,13.0772691
"Lazy Boy Brewing","Everett, WA, US",-122.2215405,47.9082047
"F.O.K. Brewing","",-98.4451608,29.4084271
"Inveralmond Brewery","Perth, Perth & Kinross, GB",115.8570471,-31.9535132
"Brauerei Ustersbach","Fischach-Aretsried, Bayern, DE",10.6543178,48.3083107
"Dom Haus","",8.684563,50.111159
"Brauerei Simon","Lauf an der Pegnitz,                   DE",11.2780245,49.5110483
"Byron Bay Premium Brewery","Byron Bay, NSW, AU",153.6123788,-28.6441616
"Innis And Gunn","",NA,NA
"Brecon Brewing","Brecon, Wales, GB",-3.391463,51.9489469
"Hop Baron","",-2.7807022,52.2206198
"Sydney Brewhouse","Sydney, NSW, AU",151.2069902,-33.8674869
"Katipunan Craft Ales","",4.083352,44.127204
"Rocky River Brewing Company","Cleveland, OH, US",-81.6943605,41.49932
"Dalgety Brewing Company","AU",NA,NA
"Fire on the Mountain","Portland, OR, US",-122.6764816,45.5230622
"Amber Ales","Ripley, Derbyshire, GB",-1.405792,53.052819
"Duclaw","",NA,NA
"Berliner Bürgerbräu","Berlin, Berlin, DE",13.404954,52.5200066
"Hamburg Brewing Company","Orchard Park, NY, US",-78.7439189,42.7675593
"Balder Bryggeri AS","",NA,NA
"Nakd","",NA,NA
"Biltmore Brewing Company","",NA,NA
"Flensburger Brauerei Emil Petersen","Flensburg, Schleswig-Holstein, DE",9.4469964,54.7937431
"Ice Harbor Brewing Co.","Kennewick, WA, US",-119.1372338,46.2112458
"Bohemian Tmavy Lezak","",NA,NA
"Mathildedalin Kyläpanimo","",NA,NA
"Fentimans Ltd","",NA,NA
"Coastal Empire Beer Co","Richmond Hill, GA, US",-81.3034433,31.9382652
"Krenkerup Bryggeri","",NA,NA
"Milly's Tavern","Manchester, NH, US",-71.4547891,42.9956397
"Whitewater Brewing Co","",NA,NA
